rank,candidate_id,final_score,semantic_fit_score,skills_match_score,experience_fit_score,employer_tier_score,location_fit_score,behavioral_reliability_multiplier,profile_completeness,applied_penalties,reasoning
1397,CAND_0096505,0.0031,0.5825,0.17,0.85,0.3644,1.0,0.0098,0.8,consulting_penalty,"Diya Vora brings 5y of ML/AI experience, most recently at Acme Corp as Civil Engineer. Strong hands-on match on RAG, Sentence Transformers, FAISS. Based in Gurgaon, Haryana. Available in 120 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1398,CAND_0082314,0.003,0.6882,0.3638,0.6,0.25,1.0,0.2408,0.8,consulting_penalty|cv_speech_only_penalty,"Kiara Reddy brings 4y of ML/AI experience, most recently at Genpact AI as Junior ML Engineer. Strong hands-on match on Milvus, Deep Learning, PyTorch. Based in Pune, Maharashtra. Available in 90 days. Note: includes consulting history, recent inactivity, longer notice period."
1399,CAND_0088898,0.003,0.5747,0.1189,0.35,0.25,1.0,0.0126,1.0,consulting_penalty,"Amit Joshi brings 3y of ML/AI experience, most recently at Infosys as Mechanical Engineer. Strong hands-on match on Information Retrieval, Sentence Transformers, Pinecone. Willing to relocate from Bangalore, Karnataka. Available in 90 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1400,CAND_0014311,0.0029,0.5315,0.1613,0.6,0.4087,0.6,0.0099,0.8,consulting_penalty,"Shaurya Shah brings 9y of ML/AI experience, most recently at Acme Corp as Business Analyst. Strong hands-on match on Sentence Transformers, Information Retrieval, Pinecone. Willing to relocate from New York. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1401,CAND_0023404,0.0029,0.589,0.3852,0.6,0.5,0.65,0.1102,1.0,cv_speech_only_penalty,"Rajesh Dalal brings 4y of ML/AI experience, most recently at BYJU'S as Senior Software Engineer. Strong hands-on match on MLflow, pgvector, FAISS. Based in Bangalore, Karnataka. Available in 90 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
1402,CAND_0056254,0.0029,0.5598,0.1638,0.1,0.5,0.85,0.142,0.8,shallow_ai_penalty,"Ira Dalal brings 2y of ML/AI experience, most recently at Pied Piper as Content Writer. Strong hands-on match on Docker, Pinecone, RAG. Willing to relocate from Bhubaneswar, Odisha. Available in 90 days. Note: recent inactivity, longer notice period."
1403,CAND_0057701,0.0029,0.6496,0.3293,0.6,0.6,0.3,0.1047,1.0,cv_speech_only_penalty,"Sai Kapoor brings 4y of ML/AI experience, most recently at Verloop.io as Recommendation Systems Engineer. Strong hands-on match on Deep Learning, Milvus, Qdrant. Based in Chandigarh, Chandigarh. Available in 120 days · Active GitHub contributor. Note: lower recruiter responsiveness, longer notice period."
1404,CAND_0057773,0.0029,0.5477,0.3373,1.0,0.5012,0.3,0.006,1.0,consulting_penalty,"Divya Tiwari brings 7y of ML/AI experience, most recently at Infosys as Cloud Engineer. Strong hands-on match on scikit-learn, Information Retrieval, FastAPI. Based in Chandigarh, Chandigarh. Available in 120 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1405,CAND_0065176,0.0029,0.5625,0.1539,0.6,0.5,0.3,0.136,1.0,shallow_ai_penalty,"Suresh Nair brings 4y of ML/AI experience, most recently at Wayne Enterprises as Mechanical Engineer. Strong hands-on match on Docker, Pinecone, FAISS. Based in Bhubaneswar, Odisha. Available in 90 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
1406,CAND_0088526,0.0029,0.6453,0.242,0.6,0.4676,0.85,0.112,1.0,consulting_penalty|cv_speech_only_penalty,"Pari Dutta brings 4y of ML/AI experience, most recently at Saarthi.ai as Senior Software Engineer (ML). Strong hands-on match on Elasticsearch, scikit-learn, FAISS. Willing to relocate from Bhubaneswar, Odisha. Available in 120 days · Active GitHub contributor. Note: includes consulting history, recent inactivity, longer notice period."
1407,CAND_0022828,0.0028,0.5405,0.3518,0.85,0.2828,1.0,0.01,1.0,consulting_penalty,"Suresh Mukherjee brings 5y of ML/AI experience, most recently at Accenture as Full Stack Developer. Strong hands-on match on Information Retrieval, MLflow, RAG. Based in Pune, Maharashtra. Available in 120 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1408,CAND_0030335,0.0028,0.5321,0.1857,1.0,0.5033,0.6,0.153,1.0,consulting_penalty|cv_speech_only_penalty,"Kavya Rao brings 6y of ML/AI experience, most recently at Wipro as Backend Engineer. Strong hands-on match on BM25, Kubernetes, FastAPI. Willing to relocate from Sydney. Available in 90 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1409,CAND_0033405,0.0028,0.5886,0.27,0.6,0.6,1.0,0.1217,0.8,cv_speech_only_penalty,"Sunil Iyengar brings 4y of ML/AI experience, most recently at Sarvam AI as ML Engineer. Strong hands-on match on Qdrant, Elasticsearch, FAISS. Based in Noida, Uttar Pradesh. Available in 120 days. Note: recent inactivity, longer notice period."
1410,CAND_0034144,0.0028,0.5969,0.1235,1.0,0.2957,0.3,0.012,0.8,consulting_penalty,"Vivaan Kapoor brings 7y of ML/AI experience, most recently at TCS as Project Manager. Strong hands-on match on RAG, FAISS, Sentence Transformers. Based in Coimbatore, Tamil Nadu. Available in 120 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1411,CAND_0016220,0.0027,0.5163,0.1268,0.85,0.3602,1.0,0.1698,1.0,consulting_penalty|cv_speech_only_penalty,"Rahul Nair brings 5y of ML/AI experience, most recently at Wayne Enterprises as Data Engineer. Strong hands-on match on Elasticsearch, TensorFlow, FAISS. Based in Noida, Uttar Pradesh. Available in 60 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity."
1412,CAND_0030307,0.0027,0.5563,0.2039,0.85,0.7412,1.0,0.1088,1.0,cv_speech_only_penalty,"Pooja Reddy brings 5y of ML/AI experience, most recently at Hooli as Full Stack Developer. Strong hands-on match on MLflow, TensorFlow, Pinecone. Based in Noida, Uttar Pradesh. Available in 90 days. Note: lower recruiter responsiveness, longer notice period."
1413,CAND_0033453,0.0027,0.4513,0.2264,0.35,0.8,0.6,0.1485,0.8,cv_speech_only_penalty,"Anil Dalal brings 3y of ML/AI experience, most recently at Razorpay as Analytics Engineer. Strong hands-on match on Deep Learning, pgvector, Kubernetes. Willing to relocate from London. Available in 120 days. Note: longer notice period."
1414,CAND_0073139,0.0027,0.6515,0.1704,0.6,0.5236,0.65,0.1216,0.8,cv_speech_only_penalty,"Aisha Arora brings 4y of ML/AI experience, most recently at Rephrase.ai as ML Engineer. Strong hands-on match on Milvus, Deep Learning, TensorFlow. Based in Bangalore, Karnataka. Available in 120 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
1415,CAND_0003403,0.0026,0.5796,0.2148,0.85,0.5362,1.0,0.1086,1.0,cv_speech_only_penalty,"Zara Agarwal brings 5y of ML/AI experience, most recently at BYJU'S as Software Engineer. Strong hands-on match on Kubernetes, Pinecone, Weaviate. Willing to relocate from Noida, Uttar Pradesh. Available in 120 days. Note: longer notice period."
1416,CAND_0070863,0.0026,0.5422,0.1527,0.1,0.4467,1.0,0.009,0.65,consulting_penalty,"Ritu Iyengar brings 14y of ML/AI experience, most recently at Acme Corp as Business Analyst. Strong hands-on match on Kubernetes, RAG, Information Retrieval. Based in Pune, Maharashtra. Available in 150 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period, incomplete profile details."
1417,CAND_0098884,0.0026,0.4751,0.2075,0.85,0.4353,1.0,0.1537,1.0,consulting_penalty|cv_speech_only_penalty,"Om Kapoor brings 5y of ML/AI experience, most recently at Initech as Analytics Engineer. Strong hands-on match on Elasticsearch, FAISS, MLflow. Willing to relocate from Bangalore, Karnataka. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1418,CAND_0033093,0.0024,0.5407,0.172,0.85,0.25,0.85,0.0118,0.8,consulting_penalty,"Pooja Arora brings 5y of ML/AI experience, most recently at Infosys as Business Analyst. Strong hands-on match on Kubernetes, Information Retrieval, FAISS. Willing to relocate from Vizag, Andhra Pradesh. Available in 150 days. Note: includes consulting history, lower recruiter responsiveness, longer notice period."
1419,CAND_0065396,0.0024,0.6664,0.375,1.0,0.6,0.3,0.0909,0.8,cv_speech_only_penalty,"Amit Verma brings 6y of ML/AI experience, most recently at Haptik as AI Specialist. Strong hands-on match on MLflow, scikit-learn, FAISS. Based in Trivandrum, Kerala. Available in 90 days. Note: lower recruiter responsiveness, longer notice period."
1420,CAND_0069925,0.0024,0.5383,0.3482,0.85,0.6,1.0,0.101,0.65,cv_speech_only_penalty,"Advik Patel brings 5y of ML/AI experience, most recently at Glance as Junior ML Engineer. Strong hands-on match on Qdrant, BM25, FAISS. Based in Mumbai, Maharashtra. Available in 90 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period, incomplete profile details."
1421,CAND_0056049,0.0023,0.51,0.2832,1.0,0.5674,1.0,0.0826,1.0,cv_speech_only_penalty,"Krishna Iyer brings 7y of ML/AI experience, most recently at Swiggy as Backend Engineer. Strong hands-on match on BM25, Pinecone, Deep Learning. Willing to relocate from Kolkata, West Bengal. Available in 120 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
1422,CAND_0069582,0.0023,0.5504,0.2523,0.6,0.4219,0.65,0.1833,0.8,consulting_penalty|cv_speech_only_penalty,"Om Bose brings 4y of ML/AI experience, most recently at Freshworks as Computer Vision Engineer. Strong hands-on match on FAISS, MLflow, Milvus. Based in Chennai, Tamil Nadu. Available in 45 days. Note: includes consulting history, lower recruiter responsiveness."
1423,CAND_0076412,0.0023,0.6594,0.2486,0.85,0.6,1.0,0.0832,1.0,cv_speech_only_penalty,"Meera Bhatia brings 5y of ML/AI experience, most recently at Wysa as AI Research Engineer. Strong hands-on match on Pinecone, Deep Learning, scikit-learn. Based in Noida, Uttar Pradesh. Available in 120 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
1424,CAND_0076804,0.0023,0.5548,0.1922,0.85,0.5,1.0,0.0942,0.8,cv_speech_only_penalty,"Sunil Mishra brings 5y of ML/AI experience, most recently at Pied Piper as Senior Data Engineer. Strong hands-on match on scikit-learn, PyTorch, Weaviate. Willing to relocate from Kolkata, West Bengal. Available in 120 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
1425,CAND_0036416,0.0022,0.6403,0.172,0.85,0.5492,0.3,0.0832,1.0,cv_speech_only_penalty,"Priya Saxena brings 5y of ML/AI experience, most recently at Saarthi.ai as ML Engineer. Strong hands-on match on Pinecone, Deep Learning, Milvus. Based in Chandigarh, Chandigarh. Available in 90 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
1426,CAND_0049220,0.0022,0.543,0.2605,0.85,0.5,1.0,0.085,0.8,cv_speech_only_penalty,"Neha Gupta brings 5y of ML/AI experience, most recently at Pied Piper as Senior Software Engineer. Strong hands-on match on Elasticsearch, FastAPI, FAISS. Based in Pune, Maharashtra. Available in 90 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
1427,CAND_0092586,0.0022,0.6063,0.2951,0.1,0.8,0.3,0.0984,1.0,cv_speech_only_penalty,"Aryan Tiwari brings 2y of ML/AI experience, most recently at Swiggy as Senior Software Engineer. Strong hands-on match on TensorFlow, Deep Learning, Pinecone. Based in Jaipur, Rajasthan. Available in 120 days. Note: recent inactivity, longer notice period."
1428,CAND_0045984,0.0021,0.5874,0.1844,0.1,0.5,0.85,0.1124,0.8,shallow_ai_penalty,"Kavya Khanna brings 2y of ML/AI experience, most recently at Globex Inc as Project Manager. Strong hands-on match on Sentence Transformers, Information Retrieval, RAG. Willing to relocate from Kochi, Kerala. Available in 120 days. Note: recent inactivity, longer notice period."
1429,CAND_0062009,0.0021,0.6003,0.391,0.85,0.6507,0.65,0.0823,1.0,consulting_penalty|cv_speech_only_penalty,"Om Bansal brings 5y of ML/AI experience, most recently at Freshworks as Junior ML Engineer. Strong hands-on match on PyTorch, Elasticsearch, Deep Learning. Based in Bangalore, Karnataka. Available in 120 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, longer notice period."
1430,CAND_0081321,0.0021,0.6601,0.3668,0.85,0.7048,0.85,0.0791,0.8,cv_speech_only_penalty,"Avni Dalal brings 5y of ML/AI experience, most recently at Freshworks as Senior Software Engineer (ML). Strong hands-on match on MLflow, PyTorch, Milvus. Willing to relocate from Coimbatore, Tamil Nadu. Available in 120 days. Note: lower recruiter responsiveness, longer notice period."
1431,CAND_0082921,0.0021,0.4784,0.279,1.0,0.4328,0.65,0.1085,0.8,consulting_penalty|cv_speech_only_penalty,"Ved Gupta brings 7y of ML/AI experience, most recently at Stark Industries as Analytics Engineer. Strong hands-on match on FAISS, Deep Learning, BM25. Based in Kolkata, West Bengal. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1432,CAND_0097622,0.0021,0.5668,0.1815,0.6,0.5,0.3,0.0851,1.0,shallow_ai_penalty,"Vikram Mukherjee brings 4y of ML/AI experience, most recently at Stark Industries as Business Analyst. Strong hands-on match on RAG, FAISS, Sentence Transformers. Based in Bhubaneswar, Odisha. Available in 60 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity."
1433,CAND_0040677,0.002,0.6298,0.3235,0.6,0.584,0.85,0.0814,1.0,cv_speech_only_penalty,"Nikhil Khanna brings 4y of ML/AI experience, most recently at Swiggy as AI Research Engineer. Strong hands-on match on TensorFlow, MLflow, Deep Learning. Willing to relocate from Kochi, Kerala. Available in 120 days. Note: lower recruiter responsiveness, longer notice period."
1434,CAND_0048034,0.002,0.4823,0.2716,0.85,0.3363,0.65,0.1786,0.8,consulting_penalty|cv_speech_only_penalty,"Rohan Bose brings 8y of ML/AI experience, most recently at Flipkart as Mobile Developer. Strong hands-on match on MLflow, Pinecone, Qdrant. Based in Bangalore, Karnataka. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1435,CAND_0060784,0.002,0.6188,0.1811,0.85,0.326,0.85,0.007,0.8,consulting_penalty,"Divya Saxena brings 8y of ML/AI experience, most recently at Infosys as Civil Engineer. Strong hands-on match on Sentence Transformers, Information Retrieval, RAG. Willing to relocate from Coimbatore, Tamil Nadu. Available in 120 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1436,CAND_0062975,0.002,0.56,0.3358,1.0,0.6271,0.3,0.0809,0.8,cv_speech_only_penalty,"Nikhil Banerjee brings 7y of ML/AI experience, most recently at Nykaa as Data Engineer. Strong hands-on match on MLflow, TensorFlow, Qdrant. Based in Ahmedabad, Gujarat. Available in 60 days. Note: lower recruiter responsiveness, recent inactivity."
1437,CAND_0000821,0.0019,0.5544,0.1383,1.0,0.5,1.0,0.073,1.0,shallow_ai_penalty,"Aarav Krishnan brings 6y of ML/AI experience, most recently at Wayne Enterprises as Mechanical Engineer. Strong hands-on match on Information Retrieval, Pinecone, Sentence Transformers. Based in Pune, Maharashtra. Available in 150 days · Active GitHub contributor. Note: recent inactivity, longer notice period."
